Geothite_avg - Data, Corrected, Resampled on common wavenumber scale

nushift=     -3.10000  cm-1
FWHM_resolution:      10.0000  cm-1
H2O_Vol_mixing_ratio:   0.00790000

     Wvnmbr     Wvl(um)    SpecData    H2O_Model    NulledSpec     IG_Nulled     Ratio
    3519.000   2.84172    1.3534e-04    9.9652e-01    1.3581e-04    3.9832e-03    3.4096e-02
    3520.000   2.84091    1.3511e-04    9.9609e-01    1.3564e-04    3.9905e-03    3.3991e-02
    3521.000   2.84010    1.3722e-04    9.9563e-01    1.3782e-04    3.9963e-03    3.4488e-02
    3522.000   2.83930    1.3766e-04    9.9520e-01    1.3832e-04    4.0010e-03    3.4572e-02
    3523.000   2.83849    1.3795e-04    9.9477e-01    1.3868e-04    4.0050e-03    3.4626e-02
    3524.000   2.83768    1.3586e-04    9.9442e-01    1.3662e-04    4.0091e-03    3.4078e-02
    3525.000   2.83688    1.3439e-04    9.9420e-01    1.3517e-04    4.0144e-03    3.3672e-02
    3526.000   2.83607    1.3244e-04    9.9408e-01    1.3323e-04    4.0214e-03    3.3130e-02
    3527.000   2.83527    1.3407e-04    9.9410e-01    1.3486e-04    4.0263e-03    3.3496e-02
    3528.000   2.83447    1.3552e-04    9.9422e-01    1.3631e-04    4.0306e-03    3.3818e-02
    3529.000   2.83366    1.3875e-04    9.9446e-01    1.3952e-04    4.0336e-03    3.4589e-02
    3530.000   2.83286    1.3981e-04    9.9479e-01    1.4054e-04    4.0365e-03    3.4817e-02
    3531.000   2.83206    1.4109e-04    9.9510e-01    1.4178e-04    4.0400e-03    3.5095e-02
    3532.000   2.83126    1.4253e-04    9.9546e-01    1.4318e-04    4.0432e-03    3.5413e-02
    3533.000   2.83046    1.4347e-04    9.9579e-01    1.4407e-04    4.0476e-03    3.5595e-02
    3534.000   2.82965    1.4529e-04    9.9603e-01    1.4587e-04    4.0533e-03    3.5988e-02
    3535.000   2.82885    1.4799e-04    9.9621e-01    1.4855e-04    4.0602e-03    3.6588e-02
    3536.000   2.82805    1.5060e-04    9.9627e-01    1.5116e-04    4.0689e-03    3.7152e-02
    3537.000   2.82725    1.5245e-04    9.9620e-01    1.5303e-04    4.0768e-03    3.7536e-02
    3538.000   2.82646    1.5300e-04    9.9601e-01    1.5361e-04    4.0845e-03    3.7609e-02
    3539.000   2.82566    1.5378e-04    9.9570e-01    1.5444e-04    4.0919e-03    3.7743e-02
    3540.000   2.82486    1.5431e-04    9.9527e-01    1.5505e-04    4.0985e-03    3.7830e-02
    3541.000   2.82406    1.5491e-04    9.9475e-01    1.5573e-04    4.1061e-03    3.7927e-02
    3542.000   2.82326    1.5584e-04    9.9422e-01    1.5674e-04    4.1138e-03    3.8102e-02
    3543.000   2.82247    1.5701e-04    9.9364e-01    1.5801e-04    4.1218e-03    3.8335e-02
    3544.000   2.82167    1.5787e-04    9.9310e-01    1.5897e-04    4.1300e-03    3.8491e-02
    3545.000   2.82087    1.5801e-04    9.9268e-01    1.5917e-04    4.1371e-03    3.8474e-02
    3546.000   2.82008    1.5710e-04    9.9234e-01    1.5831e-04    4.1438e-03    3.8205e-02
    3547.000   2.81928    1.5742e-04    9.9216e-01    1.5867e-04    4.1486e-03    3.8246e-02
    3548.000   2.81849    1.5847e-04    9.9211e-01    1.5973e-04    4.1537e-03    3.8455e-02
    3549.000   2.81770    1.6066e-04    9.9222e-01    1.6192e-04    4.1586e-03    3.8937e-02
    3550.000   2.81690    1.6326e-04    9.9244e-01    1.6450e-04    4.1644e-03    3.9502e-02
    3551.000   2.81611    1.6523e-04    9.9268e-01    1.6645e-04    4.1700e-03    3.9916e-02
    3552.000   2.81532    1.6681e-04    9.9300e-01    1.6799e-04    4.1756e-03    4.0230e-02
    3553.000   2.81452    1.6990e-04    9.9325e-01    1.7105e-04    4.1816e-03    4.0906e-02
    3554.000   2.81373    1.7196e-04    9.9337e-01    1.7311e-04    4.1881e-03    4.1333e-02
    3555.000   2.81294    1.7430e-04    9.9341e-01    1.7546e-04    4.1952e-03    4.1823e-02
    3556.000   2.81215    1.7469e-04    9.9327e-01    1.7587e-04    4.2030e-03    4.1845e-02
    3557.000   2.81136    1.7663e-04    9.9288e-01    1.7789e-04    4.2108e-03    4.2247e-02
    3558.000   2.81057    1.8117e-04    9.9226e-01    1.8258e-04    4.2184e-03    4.3282e-02
    3559.000   2.80978    1.8285e-04    9.9140e-01    1.8444e-04    4.2283e-03    4.3620e-02
    3560.000   2.80899    1.8415e-04    9.9029e-01    1.8595e-04    4.2391e-03    4.3867e-02
    3561.000   2.80820    1.8194e-04    9.8896e-01    1.8397e-04    4.2517e-03    4.3271e-02
    3562.000   2.80741    1.8123e-04    9.8765e-01    1.8350e-04    4.2646e-03    4.3029e-02
    3563.000   2.80662    1.8115e-04    9.8624e-01    1.8368e-04    4.2779e-03    4.2938e-02
    3564.000   2.80584    1.7849e-04    9.8495e-01    1.8122e-04    4.2909e-03    4.2233e-02
    3565.000   2.80505    1.7871e-04    9.8406e-01    1.8161e-04    4.3007e-03    4.2228e-02
    3566.000   2.80426    1.7941e-04    9.8342e-01    1.8244e-04    4.3075e-03    4.2353e-02
    3567.000   2.80348    1.8372e-04    9.8329e-01    1.8685e-04    4.3136e-03    4.3315e-02
    3568.000   2.80269    1.8608e-04    9.8358e-01    1.8919e-04    4.3184e-03    4.3810e-02
    3569.000   2.80191    1.8767e-04    9.8436e-01    1.9065e-04    4.3219e-03    4.4112e-02
    3570.000   2.80112    1.8424e-04    9.8552e-01    1.8695e-04    4.3243e-03    4.3233e-02
    3571.000   2.80034    1.8305e-04    9.8674e-01    1.8551e-04    4.3273e-03    4.2870e-02
    3572.000   2.79955    1.8021e-04    9.8820e-01    1.8236e-04    4.3302e-03    4.2114e-02
    3573.000   2.79877    1.8461e-04    9.8957e-01    1.8655e-04    4.3358e-03    4.3026e-02
    3574.000   2.79799    1.8793e-04    9.9069e-01    1.8970e-04    4.3419e-03    4.3691e-02
    3575.000   2.79720    1.9187e-04    9.9165e-01    1.9348e-04    4.3495e-03    4.4483e-02
    3576.000   2.79642    1.9444e-04    9.9229e-01    1.9594e-04    4.3568e-03    4.4975e-02
    3577.000   2.79564    1.9772e-04    9.9255e-01    1.9920e-04    4.3653e-03    4.5633e-02
    3578.000   2.79486    2.0199e-04    9.9245e-01    2.0353e-04    4.3755e-03    4.6515e-02
    3579.000   2.79408    2.0575e-04    9.9200e-01    2.0742e-04    4.3864e-03    4.7287e-02
    3580.000   2.79330    2.0963e-04    9.9118e-01    2.1149e-04    4.3981e-03    4.8087e-02
    3581.000   2.79252    2.1256e-04    9.9004e-01    2.1470e-04    4.4112e-03    4.8672e-02
    3582.000   2.79174    2.1598e-04    9.8877e-01    2.1844e-04    4.4235e-03    4.9381e-02
    3583.000   2.79096    2.1965e-04    9.8727e-01    2.2248e-04    4.4359e-03    5.0155e-02
    3584.000   2.79018    2.2112e-04    9.8569e-01    2.2433e-04    4.4487e-03    5.0427e-02
    3585.000   2.78940    2.2270e-04    9.8432e-01    2.2624e-04    4.4612e-03    5.0713e-02
    3586.000   2.78862    2.2298e-04    9.8300e-01    2.2684e-04    4.4745e-03    5.0695e-02
    3587.000   2.78784    2.2391e-04    9.8202e-01    2.2801e-04    4.4850e-03    5.0839e-02
    3588.000   2.78707    2.2544e-04    9.8142e-01    2.2970e-04    4.4946e-03    5.1106e-02
    3589.000   2.78629    2.2663e-04    9.8117e-01    2.3099e-04    4.5030e-03    5.1296e-02
    3590.000   2.78552    2.2929e-04    9.8131e-01    2.3366e-04    4.5105e-03    5.1803e-02
    3591.000   2.78474    2.3238e-04    9.8164e-01    2.3673e-04    4.5172e-03    5.2406e-02
    3592.000   2.78396    2.3563e-04    9.8227e-01    2.3988e-04    4.5226e-03    5.3040e-02
    3593.000   2.78319    2.4116e-04    9.8300e-01    2.4533e-04    4.5288e-03    5.4172e-02
    3594.000   2.78242    2.4479e-04    9.8371e-01    2.4884e-04    4.5353e-03    5.4867e-02
    3595.000   2.78164    2.4738e-04    9.8447e-01    2.5129e-04    4.5421e-03    5.5324e-02
    3596.000   2.78087    2.4922e-04    9.8516e-01    2.5297e-04    4.5506e-03    5.5590e-02
    3597.000   2.78009    2.5209e-04    9.8568e-01    2.5575e-04    4.5591e-03    5.6097e-02
    3598.000   2.77932    2.5701e-04    9.8611e-01    2.6063e-04    4.5682e-03    5.7052e-02
    3599.000   2.77855    2.5929e-04    9.8630e-01    2.6289e-04    4.5773e-03    5.7434e-02
    3600.000   2.77778    2.6282e-04    9.8626e-01    2.6648e-04    4.5875e-03    5.8088e-02
    3601.000   2.77701    2.6678e-04    9.8602e-01    2.7056e-04    4.5993e-03    5.8826e-02
    3602.000   2.77624    2.7019e-04    9.8547e-01    2.7418e-04    4.6112e-03    5.9459e-02
    3603.000   2.77546    2.7455e-04    9.8464e-01    2.7883e-04    4.6237e-03    6.0304e-02
    3604.000   2.77469    2.7632e-04    9.8345e-01    2.8097e-04    4.6376e-03    6.0586e-02
    3605.000   2.77393    2.7881e-04    9.8209e-01    2.8390e-04    4.6513e-03    6.1036e-02
    3606.000   2.77316    2.8165e-04    9.8046e-01    2.8727e-04    4.6660e-03    6.1566e-02
    3607.000   2.77239    2.8406e-04    9.7876e-01    2.9022e-04    4.6793e-03    6.2023e-02
    3608.000   2.77162    2.8639e-04    9.7716e-01    2.9308e-04    4.6919e-03    6.2466e-02
    3609.000   2.77085    2.8852e-04    9.7557e-01    2.9574e-04    4.7038e-03    6.2874e-02
    3610.000   2.77008    2.9046e-04    9.7417e-01    2.9816e-04    4.7160e-03    6.3223e-02
    3611.000   2.76932    2.9327e-04    9.7304e-01    3.0139e-04    4.7268e-03    6.3762e-02
    3612.000   2.76855    2.9681e-04    9.7215e-01    3.0531e-04    4.7370e-03    6.4453e-02
    3613.000   2.76778    2.9907e-04    9.7151e-01    3.0784e-04    4.7460e-03    6.4863e-02
    3614.000   2.76702    3.0248e-04    9.7109e-01    3.1148e-04    4.7554e-03    6.5501e-02
    3615.000   2.76625    3.0578e-04    9.7088e-01    3.1495e-04    4.7658e-03    6.6086e-02
    3616.000   2.76549    3.1041e-04    9.7091e-01    3.1971e-04    4.7734e-03    6.6978e-02
    3617.000   2.76472    3.1534e-04    9.7106e-01    3.2474e-04    4.7820e-03    6.7909e-02
    3618.000   2.76396    3.1999e-04    9.7142e-01    3.2941e-04    4.7893e-03    6.8780e-02
    3619.000   2.76319    3.2633e-04    9.7180e-01    3.3580e-04    4.8001e-03    6.9956e-02
    3620.000   2.76243    3.3170e-04    9.7205e-01    3.4124e-04    4.8128e-03    7.0901e-02
    3621.000   2.76167    3.3657e-04    9.7226e-01    3.4618e-04    4.8285e-03    7.1695e-02
    3622.000   2.76091    3.4073e-04    9.7220e-01    3.5048e-04    4.8428e-03    7.2371e-02
    3623.000   2.76014    3.4392e-04    9.7194e-01    3.5386e-04    4.8578e-03    7.2842e-02
    3624.000   2.75938    3.4756e-04    9.7138e-01    3.5780e-04    4.8710e-03    7.3455e-02
    3625.000   2.75862    3.5105e-04    9.7076e-01    3.6162e-04    4.8852e-03    7.4024e-02
    3626.000   2.75786    3.5428e-04    9.6997e-01    3.6525e-04    4.9001e-03    7.4540e-02
    3627.000   2.75710    3.5982e-04    9.6930e-01    3.7122e-04    4.9146e-03    7.5533e-02
    3628.000   2.75634    3.6561e-04    9.6916e-01    3.7724e-04    4.9261e-03    7.6580e-02
    3629.000   2.75558    3.7289e-04    9.6936e-01    3.8468e-04    4.9353e-03    7.7944e-02
    3630.000   2.75482    3.7935e-04    9.7023e-01    3.9099e-04    4.9430e-03    7.9100e-02
    3631.000   2.75406    3.8659e-04    9.7161e-01    3.9789e-04    4.9491e-03    8.0395e-02
    3632.000   2.75330    3.9511e-04    9.7361e-01    4.0582e-04    4.9538e-03    8.1921e-02
    3633.000   2.75255    4.0270e-04    9.7600e-01    4.1259e-04    4.9567e-03    8.3239e-02
    3634.000   2.75179    4.0845e-04    9.7826e-01    4.1753e-04    4.9619e-03    8.4148e-02
    3635.000   2.75103    4.1205e-04    9.8068e-01    4.2017e-04    4.9683e-03    8.4570e-02
    3636.000   2.75028    4.1656e-04    9.8271e-01    4.2389e-04    4.9762e-03    8.5183e-02
    3637.000   2.74952    4.2164e-04    9.8408e-01    4.2846e-04    4.9862e-03    8.5930e-02
    3638.000   2.74876    4.2830e-04    9.8494e-01    4.3485e-04    4.9975e-03    8.7014e-02
    3639.000   2.74801    4.3333e-04    9.8502e-01    4.3991e-04    5.0121e-03    8.7769e-02
    3640.000   2.74725    4.3846e-04    9.8427e-01    4.4547e-04    5.0295e-03    8.8571e-02
    3641.000   2.74650    4.4305e-04    9.8265e-01    4.5087e-04    5.0505e-03    8.9272e-02
    3642.000   2.74574    4.4870e-04    9.8037e-01    4.5770e-04    5.0717e-03    9.0245e-02
    3643.000   2.74499    4.5501e-04    9.7733e-01    4.6557e-04    5.0946e-03    9.1384e-02
    3644.000   2.74424    4.5981e-04    9.7379e-01    4.7219e-04    5.1153e-03    9.2308e-02
    3645.000   2.74348    4.6381e-04    9.7031e-01    4.7799e-04    5.1350e-03    9.3085e-02
    3646.000   2.74273    4.6624e-04    9.6657e-01    4.8237e-04    5.1536e-03    9.3600e-02
    3647.000   2.74198    4.6937e-04    9.6318e-01    4.8732e-04    5.1720e-03    9.4221e-02
    3648.000   2.74123    4.7326e-04    9.6081e-01    4.9255e-04    5.1844e-03    9.5007e-02
    3649.000   2.74048    4.7730e-04    9.5913e-01    4.9764e-04    5.1927e-03    9.5835e-02
    3650.000   2.73973    4.8241e-04    9.5861e-01    5.0325e-04    5.1947e-03    9.6878e-02
    3651.000   2.73898    4.8883e-04    9.5911e-01    5.0966e-04    5.1960e-03    9.8086e-02
    3652.000   2.73823    4.9657e-04    9.6071e-01    5.1688e-04    5.1950e-03    9.9495e-02
    3653.000   2.73748    5.0302e-04    9.6318e-01    5.2226e-04    5.1946e-03    1.0054e-01
    3654.000   2.73673    5.1062e-04    9.6594e-01    5.2862e-04    5.1930e-03    1.0179e-01
    3655.000   2.73598    5.1835e-04    9.6930e-01    5.3476e-04    5.1905e-03    1.0303e-01
    3656.000   2.73523    5.2569e-04    9.7271e-01    5.4043e-04    5.1875e-03    1.0418e-01
    3657.000   2.73448    5.3284e-04    9.7579e-01    5.4607e-04    5.1870e-03    1.0528e-01
    3658.000   2.73373    5.3812e-04    9.7878e-01    5.4978e-04    5.1881e-03    1.0597e-01
    3659.000   2.73299    5.4610e-04    9.8125e-01    5.5653e-04    5.1925e-03    1.0718e-01
    3660.000   2.73224    5.5346e-04    9.8294e-01    5.6307e-04    5.1992e-03    1.0830e-01
    3661.000   2.73149    5.6060e-04    9.8396e-01    5.6973e-04    5.2087e-03    1.0938e-01
    3662.000   2.73075    5.6751e-04    9.8413e-01    5.7665e-04    5.2201e-03    1.1047e-01
    3663.000   2.73000    5.7375e-04    9.8346e-01    5.8340e-04    5.2334e-03    1.1148e-01
    3664.000   2.72926    5.7977e-04    9.8191e-01    5.9045e-04    5.2493e-03    1.1248e-01
    3665.000   2.72851    5.8464e-04    9.7964e-01    5.9680e-04    5.2660e-03    1.1333e-01
    3666.000   2.72777    5.8843e-04    9.7656e-01    6.0255e-04    5.2843e-03    1.1403e-01
    3667.000   2.72702    5.9312e-04    9.7286e-01    6.0967e-04    5.3025e-03    1.1498e-01
    3668.000   2.72628    5.9718e-04    9.6915e-01    6.1619e-04    5.3203e-03    1.1582e-01
    3669.000   2.72554    6.0116e-04    9.6510e-01    6.2290e-04    5.3382e-03    1.1669e-01
    3670.000   2.72480    6.0715e-04    9.6134e-01    6.3159e-04    5.3540e-03    1.1797e-01
    3671.000   2.72405    6.1116e-04    9.5840e-01    6.3768e-04    5.3666e-03    1.1882e-01
    3672.000   2.72331    6.1536e-04    9.5600e-01    6.4367e-04    5.3760e-03    1.1973e-01
    3673.000   2.72257    6.1662e-04    9.5456e-01    6.4598e-04    5.3835e-03    1.1999e-01
    3674.000   2.72183    6.2166e-04    9.5420e-01    6.5150e-04    5.3878e-03    1.2092e-01
    3675.000   2.72109    6.3012e-04    9.5488e-01    6.5989e-04    5.3889e-03    1.2245e-01
    3676.000   2.72035    6.3862e-04    9.5663e-01    6.6758e-04    5.3878e-03    1.2391e-01
    3677.000   2.71961    6.4681e-04    9.5883e-01    6.7457e-04    5.3850e-03    1.2527e-01
    3678.000   2.71887    6.5439e-04    9.6182e-01    6.8036e-04    5.3796e-03    1.2647e-01
    3679.000   2.71813    6.6286e-04    9.6498e-01    6.8691e-04    5.3744e-03    1.2781e-01
    3680.000   2.71739    6.7054e-04    9.6769e-01    6.9293e-04    5.3736e-03    1.2895e-01
    3681.000   2.71665    6.7813e-04    9.7025e-01    6.9892e-04    5.3766e-03    1.2999e-01
    3682.000   2.71592    6.8239e-04    9.7206e-01    7.0200e-04    5.3832e-03    1.3041e-01
    3683.000   2.71518    6.8776e-04    9.7321e-01    7.0669e-04    5.3916e-03    1.3107e-01
    3684.000   2.71444    6.9288e-04    9.7359e-01    7.1167e-04    5.4026e-03    1.3173e-01
    3685.000   2.71370    6.9831e-04    9.7358e-01    7.1727e-04    5.4146e-03    1.3247e-01
    3686.000   2.71297    7.0507e-04    9.7299e-01    7.2464e-04    5.4281e-03    1.3350e-01
    3687.000   2.71223    7.0756e-04    9.7217e-01    7.2782e-04    5.4435e-03    1.3370e-01
    3688.000   2.71150    7.1191e-04    9.7177e-01    7.3259e-04    5.4555e-03    1.3428e-01
    3689.000   2.71076    7.1603e-04    9.7146e-01    7.3706e-04    5.4666e-03    1.3483e-01
    3690.000   2.71003    7.2285e-04    9.7189e-01    7.4376e-04    5.4735e-03    1.3588e-01
    3691.000   2.70929    7.2976e-04    9.7283e-01    7.5013e-04    5.4782e-03    1.3693e-01
    3692.000   2.70856    7.3730e-04    9.7436e-01    7.5670e-04    5.4806e-03    1.3807e-01
    3693.000   2.70783    7.4311e-04    9.7628e-01    7.6116e-04    5.4789e-03    1.3893e-01
    3694.000   2.70709    7.4943e-04    9.7816e-01    7.6617e-04    5.4805e-03    1.3980e-01
    3695.000   2.70636    7.5469e-04    9.8026e-01    7.6989e-04    5.4825e-03    1.4043e-01
    3696.000   2.70563    7.6329e-04    9.8208e-01    7.7722e-04    5.4903e-03    1.4156e-01
    3697.000   2.70490    7.7186e-04    9.8345e-01    7.8484e-04    5.5000e-03    1.4270e-01
    3698.000   2.70416    7.8164e-04    9.8448e-01    7.9396e-04    5.5126e-03    1.4403e-01
    3699.000   2.70343    7.8968e-04    9.8502e-01    8.0169e-04    5.5261e-03    1.4507e-01
    3700.000   2.70270    7.9626e-04    9.8514e-01    8.0827e-04    5.5401e-03    1.4589e-01
    3701.000   2.70197    8.0035e-04    9.8482e-01    8.1268e-04    5.5546e-03    1.4631e-01
    3702.000   2.70124    8.0672e-04    9.8415e-01    8.1971e-04    5.5702e-03    1.4716e-01
    3703.000   2.70051    8.1312e-04    9.8316e-01    8.2706e-04    5.5867e-03    1.4804e-01
    3704.000   2.69978    8.2100e-04    9.8181e-01    8.3621e-04    5.6054e-03    1.4918e-01
    3705.000   2.69906    8.2804e-04    9.8029e-01    8.4469e-04    5.6211e-03    1.5027e-01
    3706.000   2.69833    8.3441e-04    9.7850e-01    8.5274e-04    5.6360e-03    1.5130e-01
    3707.000   2.69760    8.3877e-04    9.7661e-01    8.5885e-04    5.6483e-03    1.5205e-01
    3708.000   2.69687    8.4338e-04    9.7496e-01    8.6504e-04    5.6618e-03    1.5279e-01
    3709.000   2.69614    8.4644e-04    9.7336e-01    8.6961e-04    5.6760e-03    1.5321e-01
    3710.000   2.69542    8.5325e-04    9.7221e-01    8.7764e-04    5.6881e-03    1.5430e-01
    3711.000   2.69469    8.5970e-04    9.7161e-01    8.8482e-04    5.6965e-03    1.5533e-01
    3712.000   2.69397    8.6682e-04    9.7149e-01    8.9226e-04    5.7015e-03    1.5649e-01
    3713.000   2.69324    8.7284e-04    9.7196e-01    8.9802e-04    5.7052e-03    1.5740e-01
    3714.000   2.69251    8.7888e-04    9.7271e-01    9.0354e-04    5.7071e-03    1.5832e-01
    3715.000   2.69179    8.8438e-04    9.7392e-01    9.0807e-04    5.7072e-03    1.5911e-01
    3716.000   2.69107    8.9227e-04    9.7523e-01    9.1493e-04    5.7063e-03    1.6034e-01
    3717.000   2.69034    8.9950e-04    9.7627e-01    9.2136e-04    5.7063e-03    1.6146e-01
    3718.000   2.68962    9.0755e-04    9.7725e-01    9.2867e-04    5.7065e-03    1.6274e-01
    3719.000   2.68889    9.1403e-04    9.7784e-01    9.3475e-04    5.7094e-03    1.6372e-01
    3720.000   2.68817    9.1962e-04    9.7807e-01    9.4024e-04    5.7125e-03    1.6459e-01
    3721.000   2.68745    9.2485e-04    9.7794e-01    9.4571e-04    5.7171e-03    1.6542e-01
    3722.000   2.68673    9.2797e-04    9.7747e-01    9.4935e-04    5.7202e-03    1.6596e-01
    3723.000   2.68601    9.3056e-04    9.7675e-01    9.5271e-04    5.7243e-03    1.6643e-01
    3724.000   2.68528    9.3238e-04    9.7576e-01    9.5555e-04    5.7296e-03    1.6677e-01
    3725.000   2.68456    9.3178e-04    9.7447e-01    9.5618e-04    5.7347e-03    1.6674e-01
    3726.000   2.68384    9.3317e-04    9.7292e-01    9.5914e-04    5.7383e-03    1.6715e-01
    3727.000   2.68312    9.3550e-04    9.7108e-01    9.6336e-04    5.7396e-03    1.6784e-01
    3728.000   2.68240    9.3773e-04    9.6894e-01    9.6779e-04    5.7422e-03    1.6854e-01
    3729.000   2.68168    9.4154e-04    9.6652e-01    9.7415e-04    5.7444e-03    1.6958e-01
    3730.000   2.68097    9.4450e-04    9.6376e-01    9.8002e-04    5.7500e-03    1.7044e-01
    3731.000   2.68025    9.4770e-04    9.6112e-01    9.8605e-04    5.7553e-03    1.7133e-01
    3732.000   2.67953    9.5232e-04    9.5839e-01    9.9366e-04    5.7614e-03    1.7247e-01
    3733.000   2.67881    9.5312e-04    9.5598e-01    9.9701e-04    5.7677e-03    1.7286e-01
    3734.000   2.67809    9.5428e-04    9.5390e-01    1.0004e-03    5.7732e-03    1.7328e-01
    3735.000   2.67738    9.5425e-04    9.5213e-01    1.0022e-03    5.7789e-03    1.7343e-01
    3736.000   2.67666    9.5782e-04    9.5075e-01    1.0074e-03    5.7815e-03    1.7425e-01
    3737.000   2.67594    9.6005e-04    9.4948e-01    1.0111e-03    5.7855e-03    1.7477e-01
    3738.000   2.67523    9.6270e-04    9.4849e-01    1.0150e-03    5.7896e-03    1.7531e-01
    3739.000   2.67451    9.6289e-04    9.4742e-01    1.0163e-03    5.7960e-03    1.7535e-01
    3740.000   2.67380    9.6366e-04    9.4612e-01    1.0185e-03    5.8021e-03    1.7555e-01
    3741.000   2.67308    9.6450e-04    9.4467e-01    1.0210e-03    5.8079e-03    1.7579e-01
    3742.000   2.67237    9.6647e-04    9.4287e-01    1.0250e-03    5.8152e-03    1.7627e-01
    3743.000   2.67165    9.6866e-04    9.4108e-01    1.0293e-03    5.8223e-03    1.7679e-01
    3744.000   2.67094    9.7193e-04    9.3906e-01    1.0350e-03    5.8306e-03    1.7751e-01
    3745.000   2.67023    9.7289e-04    9.3722e-01    1.0381e-03    5.8372e-03    1.7783e-01
    3746.000   2.66951    9.7530e-04    9.3604e-01    1.0419e-03    5.8433e-03    1.7831e-01
    3747.000   2.66880    9.7779e-04    9.3531e-01    1.0454e-03    5.8494e-03    1.7872e-01
    3748.000   2.66809    9.8211e-04    9.3547e-01    1.0499e-03    5.8528e-03    1.7937e-01
    3749.000   2.66738    9.8846e-04    9.3640e-01    1.0556e-03    5.8549e-03    1.8029e-01
    3750.000   2.66667    9.9446e-04    9.3824e-01    1.0599e-03    5.8533e-03    1.8108e-01
    3751.000   2.66596    1.0010e-03    9.4078e-01    1.0640e-03    5.8523e-03    1.8182e-01
    3752.000   2.66525    1.0082e-03    9.4413e-01    1.0678e-03    5.8504e-03    1.8253e-01
    3753.000   2.66454    1.0151e-03    9.4802e-01    1.0708e-03    5.8496e-03    1.8306e-01
    3754.000   2.66383    1.0217e-03    9.5191e-01    1.0733e-03    5.8493e-03    1.8349e-01
    3755.000   2.66312    1.0276e-03    9.5608e-01    1.0748e-03    5.8493e-03    1.8375e-01
    3756.000   2.66241    1.0344e-03    9.6010e-01    1.0774e-03    5.8505e-03    1.8415e-01
    3757.000   2.66170    1.0404e-03    9.6373e-01    1.0795e-03    5.8531e-03    1.8443e-01
    3758.000   2.66099    1.0461e-03    9.6713e-01    1.0817e-03    5.8572e-03    1.8468e-01
    3759.000   2.66028    1.0503e-03    9.7011e-01    1.0826e-03    5.8615e-03    1.8470e-01
    3760.000   2.65957    1.0548e-03    9.7258e-01    1.0845e-03    5.8672e-03    1.8484e-01
    3761.000   2.65887    1.0591e-03    9.7458e-01    1.0868e-03    5.8744e-03    1.8500e-01
    3762.000   2.65816    1.0642e-03    9.7607e-01    1.0902e-03    5.8818e-03    1.8536e-01
    3763.000   2.65745    1.0690e-03    9.7732e-01    1.0939e-03    5.8886e-03    1.8576e-01
    3764.000   2.65675    1.0741e-03    9.7823e-01    1.0980e-03    5.8945e-03    1.8628e-01
    3765.000   2.65604    1.0775e-03    9.7890e-01    1.1007e-03    5.9002e-03    1.8656e-01
    3766.000   2.65534    1.0822e-03    9.7957e-01    1.1048e-03    5.9061e-03    1.8706e-01
    3767.000   2.65463    1.0873e-03    9.8012e-01    1.1094e-03    5.9126e-03    1.8762e-01
    3768.000   2.65393    1.0936e-03    9.8078e-01    1.1150e-03    5.9176e-03    1.8843e-01
    3769.000   2.65322    1.1018e-03    9.8150e-01    1.1225e-03    5.9222e-03    1.8955e-01
    3770.000   2.65252    1.1067e-03    9.8230e-01    1.1267e-03    5.9238e-03    1.9019e-01
    3771.000   2.65182    1.1112e-03    9.8318e-01    1.1302e-03    5.9256e-03    1.9074e-01
    3772.000   2.65111    1.1140e-03    9.8415e-01    1.1319e-03    5.9266e-03    1.9099e-01
    3773.000   2.65041    1.1185e-03    9.8510e-01    1.1355e-03    5.9285e-03    1.9153e-01
    3774.000   2.64971    1.1232e-03    9.8591e-01    1.1393e-03    5.9305e-03    1.9211e-01
    3775.000   2.64901    1.1286e-03    9.8663e-01    1.1439e-03    5.9329e-03    1.9281e-01
    3776.000   2.64831    1.1314e-03    9.8716e-01    1.1461e-03    5.9343e-03    1.9313e-01
    3777.000   2.64760    1.1332e-03    9.8759e-01    1.1474e-03    5.9355e-03    1.9332e-01
    3778.000   2.64690    1.1327e-03    9.8787e-01    1.1466e-03    5.9359e-03    1.9316e-01
    3779.000   2.64620    1.1324e-03    9.8813e-01    1.1460e-03    5.9390e-03    1.9296e-01
    3780.000   2.64550    1.1351e-03    9.8846e-01    1.1483e-03    5.9395e-03    1.9334e-01
    3781.000   2.64480    1.1401e-03    9.8882e-01    1.1530e-03    5.9391e-03    1.9413e-01
    3782.000   2.64410    1.1466e-03    9.8928e-01    1.1590e-03    5.9362e-03    1.9524e-01
    3783.000   2.64340    1.1510e-03    9.8981e-01    1.1629e-03    5.9345e-03    1.9595e-01
    3784.000   2.64271    1.1527e-03    9.9045e-01    1.1638e-03    5.9341e-03    1.9612e-01
    3785.000   2.64201    1.1557e-03    9.9111e-01    1.1661e-03    5.9332e-03    1.9653e-01
    3786.000   2.64131    1.1587e-03    9.9157e-01    1.1685e-03    5.9321e-03    1.9698e-01
    3787.000   2.64061    1.1629e-03    9.9191e-01    1.1724e-03    5.9303e-03    1.9770e-01
    3788.000   2.63992    1.1647e-03    9.9192e-01    1.1742e-03    5.9292e-03    1.9803e-01
    3789.000   2.63922    1.1650e-03    9.9170e-01    1.1748e-03    5.9282e-03    1.9816e-01
