Geothite_avg - Data, Corrected, Resampled on common wavenumber scale

nushift=     -3.10000  cm-1
FWHM_resolution:      10.0000  cm-1
H2O_Vol_mixing_ratio:   0.00790000

     Wvnmbr     Wvl(um)    SpecData    H2O_Model    NulledSpec     IG_Nulled     Ratio
    4869.000   2.05381    2.6617e-03    1.0000e+00    2.6617e-03    9.2723e-03    2.8707e-01
    4870.000   2.05339    2.6637e-03    1.0000e+00    2.6637e-03    9.2784e-03    2.8709e-01
    4871.000   2.05297    2.6649e-03    1.0000e+00    2.6649e-03    9.2844e-03    2.8702e-01
    4872.000   2.05255    2.6670e-03    1.0000e+00    2.6670e-03    9.2902e-03    2.8707e-01
    4873.000   2.05212    2.6680e-03    1.0000e+00    2.6680e-03    9.2967e-03    2.8698e-01
    4874.000   2.05170    2.6670e-03    1.0000e+00    2.6670e-03    9.3024e-03    2.8670e-01
    4875.000   2.05128    2.6651e-03    1.0000e+00    2.6651e-03    9.3078e-03    2.8633e-01
    4876.000   2.05086    2.6626e-03    1.0000e+00    2.6626e-03    9.3125e-03    2.8591e-01
    4877.000   2.05044    2.6625e-03    1.0000e+00    2.6625e-03    9.3184e-03    2.8573e-01
    4878.000   2.05002    2.6655e-03    1.0000e+00    2.6656e-03    9.3251e-03    2.8585e-01
    4879.000   2.04960    2.6681e-03    1.0000e+00    2.6681e-03    9.3321e-03    2.8591e-01
    4880.000   2.04918    2.6698e-03    1.0000e+00    2.6698e-03    9.3392e-03    2.8588e-01
    4881.000   2.04876    2.6713e-03    1.0000e+00    2.6713e-03    9.3462e-03    2.8582e-01
    4882.000   2.04834    2.6705e-03    1.0000e+00    2.6705e-03    9.3544e-03    2.8548e-01
    4883.000   2.04792    2.6703e-03    1.0000e+00    2.6703e-03    9.3605e-03    2.8528e-01
    4884.000   2.04750    2.6700e-03    1.0000e+00    2.6700e-03    9.3650e-03    2.8510e-01
    4885.000   2.04708    2.6701e-03    1.0000e+00    2.6701e-03    9.3692e-03    2.8499e-01
    4886.000   2.04666    2.6708e-03    1.0000e+00    2.6708e-03    9.3716e-03    2.8499e-01
    4887.000   2.04625    2.6730e-03    1.0000e+00    2.6730e-03    9.3776e-03    2.8504e-01
    4888.000   2.04583    2.6748e-03    1.0000e+00    2.6748e-03    9.3841e-03    2.8503e-01
    4889.000   2.04541    2.6776e-03    1.0000e+00    2.6776e-03    9.3923e-03    2.8508e-01
    4890.000   2.04499    2.6795e-03    1.0000e+00    2.6795e-03    9.3976e-03    2.8513e-01
    4891.000   2.04457    2.6809e-03    1.0000e+00    2.6809e-03    9.4023e-03    2.8514e-01
    4892.000   2.04415    2.6827e-03    1.0000e+00    2.6827e-03    9.4052e-03    2.8523e-01
    4893.000   2.04374    2.6821e-03    1.0000e+00    2.6821e-03    9.4096e-03    2.8504e-01
    4894.000   2.04332    2.6824e-03    1.0000e+00    2.6824e-03    9.4143e-03    2.8493e-01
    4895.000   2.04290    2.6831e-03    1.0000e+00    2.6831e-03    9.4196e-03    2.8484e-01
    4896.000   2.04248    2.6830e-03    1.0000e+00    2.6830e-03    9.4245e-03    2.8469e-01
    4897.000   2.04207    2.6835e-03    1.0000e+00    2.6835e-03    9.4301e-03    2.8457e-01
    4898.000   2.04165    2.6839e-03    1.0000e+00    2.6840e-03    9.4362e-03    2.8443e-01
    4899.000   2.04123    2.6841e-03    1.0000e+00    2.6842e-03    9.4425e-03    2.8426e-01
    4900.000   2.04082    2.6849e-03    9.9999e-01    2.6849e-03    9.4493e-03    2.8414e-01
    4901.000   2.04040    2.6834e-03    1.0000e+00    2.6834e-03    9.4555e-03    2.8379e-01
    4902.000   2.03998    2.6838e-03    1.0000e+00    2.6838e-03    9.4612e-03    2.8367e-01
    4903.000   2.03957    2.6852e-03    1.0000e+00    2.6852e-03    9.4664e-03    2.8366e-01
    4904.000   2.03915    2.6870e-03    1.0000e+00    2.6870e-03    9.4697e-03    2.8375e-01
    4905.000   2.03874    2.6886e-03    1.0000e+00    2.6886e-03    9.4744e-03    2.8377e-01
    4906.000   2.03832    2.6895e-03    1.0000e+00    2.6895e-03    9.4789e-03    2.8373e-01
    4907.000   2.03790    2.6913e-03    1.0000e+00    2.6913e-03    9.4860e-03    2.8371e-01
    4908.000   2.03749    2.6924e-03    1.0000e+00    2.6924e-03    9.4925e-03    2.8364e-01
    4909.000   2.03707    2.6931e-03    1.0000e+00    2.6931e-03    9.4988e-03    2.8352e-01
    4910.000   2.03666    2.6937e-03    1.0000e+00    2.6937e-03    9.5049e-03    2.8340e-01
    4911.000   2.03625    2.6940e-03    1.0000e+00    2.6940e-03    9.5106e-03    2.8326e-01
    4912.000   2.03583    2.6941e-03    1.0000e+00    2.6941e-03    9.5163e-03    2.8311e-01
    4913.000   2.03542    2.6943e-03    1.0000e+00    2.6943e-03    9.5219e-03    2.8296e-01
    4914.000   2.03500    2.6944e-03    1.0000e+00    2.6944e-03    9.5273e-03    2.8281e-01
    4915.000   2.03459    2.6948e-03    1.0000e+00    2.6948e-03    9.5324e-03    2.8270e-01
    4916.000   2.03417    2.6944e-03    1.0000e+00    2.6944e-03    9.5370e-03    2.8252e-01
    4917.000   2.03376    2.6932e-03    1.0000e+00    2.6932e-03    9.5405e-03    2.8229e-01
    4918.000   2.03335    2.6938e-03    1.0000e+00    2.6938e-03    9.5454e-03    2.8221e-01
    4919.000   2.03293    2.6942e-03    1.0000e+00    2.6942e-03    9.5511e-03    2.8208e-01
    4920.000   2.03252    2.6957e-03    1.0000e+00    2.6957e-03    9.5582e-03    2.8203e-01
    4921.000   2.03211    2.6946e-03    1.0000e+00    2.6946e-03    9.5650e-03    2.8172e-01
    4922.000   2.03169    2.6946e-03    1.0000e+00    2.6946e-03    9.5713e-03    2.8153e-01
    4923.000   2.03128    2.6952e-03    9.9999e-01    2.6952e-03    9.5773e-03    2.8142e-01
    4924.000   2.03087    2.6951e-03    9.9999e-01    2.6951e-03    9.5829e-03    2.8125e-01
    4925.000   2.03046    2.6955e-03    9.9999e-01    2.6955e-03    9.5875e-03    2.8114e-01
    4926.000   2.03004    2.6955e-03    9.9999e-01    2.6955e-03    9.5907e-03    2.8105e-01
    4927.000   2.02963    2.6955e-03    9.9999e-01    2.6955e-03    9.5951e-03    2.8092e-01
    4928.000   2.02922    2.6959e-03    9.9999e-01    2.6959e-03    9.5995e-03    2.8084e-01
    4929.000   2.02881    2.6963e-03    9.9999e-01    2.6963e-03    9.6049e-03    2.8072e-01
    4930.000   2.02840    2.6975e-03    1.0000e+00    2.6975e-03    9.6092e-03    2.8073e-01
    4931.000   2.02799    2.7001e-03    9.9999e-01    2.7001e-03    9.6124e-03    2.8090e-01
    4932.000   2.02758    2.6998e-03    9.9999e-01    2.6998e-03    9.6154e-03    2.8078e-01
    4933.000   2.02716    2.7008e-03    9.9999e-01    2.7008e-03    9.6190e-03    2.8078e-01
    4934.000   2.02675    2.7018e-03    9.9999e-01    2.7018e-03    9.6228e-03    2.8077e-01
    4935.000   2.02634    2.7025e-03    1.0000e+00    2.7025e-03    9.6268e-03    2.8073e-01
    4936.000   2.02593    2.7027e-03    1.0000e+00    2.7027e-03    9.6312e-03    2.8062e-01
    4937.000   2.02552    2.7011e-03    1.0000e+00    2.7011e-03    9.6355e-03    2.8033e-01
    4938.000   2.02511    2.7012e-03    1.0000e+00    2.7012e-03    9.6413e-03    2.8018e-01
    4939.000   2.02470    2.7022e-03    1.0000e+00    2.7022e-03    9.6470e-03    2.8011e-01
    4940.000   2.02429    2.7041e-03    1.0000e+00    2.7041e-03    9.6531e-03    2.8013e-01
    4941.000   2.02388    2.7058e-03    1.0000e+00    2.7058e-03    9.6586e-03    2.8015e-01
    4942.000   2.02347    2.7081e-03    1.0000e+00    2.7081e-03    9.6638e-03    2.8024e-01
    4943.000   2.02306    2.7099e-03    9.9999e-01    2.7099e-03    9.6693e-03    2.8026e-01
    4944.000   2.02265    2.7105e-03    9.9999e-01    2.7105e-03    9.6738e-03    2.8019e-01
    4945.000   2.02224    2.7101e-03    9.9999e-01    2.7102e-03    9.6779e-03    2.8003e-01
    4946.000   2.02184    2.7105e-03    1.0000e+00    2.7105e-03    9.6819e-03    2.7996e-01
    4947.000   2.02143    2.7114e-03    9.9999e-01    2.7114e-03    9.6861e-03    2.7993e-01
    4948.000   2.02102    2.7139e-03    9.9999e-01    2.7140e-03    9.6907e-03    2.8006e-01
    4949.000   2.02061    2.7125e-03    9.9999e-01    2.7125e-03    9.6951e-03    2.7978e-01
    4950.000   2.02020    2.7123e-03    9.9999e-01    2.7123e-03    9.7004e-03    2.7961e-01
    4951.000   2.01979    2.7114e-03    9.9999e-01    2.7114e-03    9.7069e-03    2.7933e-01
    4952.000   2.01939    2.7141e-03    9.9999e-01    2.7141e-03    9.7141e-03    2.7940e-01
    4953.000   2.01898    2.7149e-03    9.9999e-01    2.7149e-03    9.7189e-03    2.7935e-01
    4954.000   2.01857    2.7143e-03    9.9999e-01    2.7143e-03    9.7216e-03    2.7920e-01
    4955.000   2.01816    2.7145e-03    9.9999e-01    2.7145e-03    9.7236e-03    2.7917e-01
    4956.000   2.01776    2.7140e-03    9.9999e-01    2.7140e-03    9.7238e-03    2.7911e-01
    4957.000   2.01735    2.7164e-03    9.9999e-01    2.7165e-03    9.7254e-03    2.7932e-01
    4958.000   2.01694    2.7167e-03    9.9999e-01    2.7167e-03    9.7289e-03    2.7924e-01
    4959.000   2.01654    2.7159e-03    9.9999e-01    2.7159e-03    9.7339e-03    2.7902e-01
    4960.000   2.01613    2.7158e-03    9.9999e-01    2.7159e-03    9.7382e-03    2.7889e-01
    4961.000   2.01572    2.7160e-03    9.9999e-01    2.7160e-03    9.7426e-03    2.7877e-01
    4962.000   2.01532    2.7172e-03    9.9999e-01    2.7172e-03    9.7462e-03    2.7880e-01
    4963.000   2.01491    2.7175e-03    9.9999e-01    2.7175e-03    9.7524e-03    2.7865e-01
    4964.000   2.01450    2.7180e-03    9.9999e-01    2.7180e-03    9.7571e-03    2.7857e-01
    4965.000   2.01410    2.7184e-03    9.9999e-01    2.7184e-03    9.7612e-03    2.7849e-01
    4966.000   2.01369    2.7226e-03    9.9999e-01    2.7226e-03    9.7636e-03    2.7885e-01
    4967.000   2.01329    2.7247e-03    9.9999e-01    2.7247e-03    9.7676e-03    2.7895e-01
    4968.000   2.01288    2.7276e-03    9.9999e-01    2.7276e-03    9.7730e-03    2.7909e-01
    4969.000   2.01248    2.7265e-03    9.9999e-01    2.7265e-03    9.7791e-03    2.7881e-01
    4970.000   2.01207    2.7257e-03    9.9999e-01    2.7257e-03    9.7836e-03    2.7860e-01
    4971.000   2.01167    2.7255e-03    9.9999e-01    2.7255e-03    9.7860e-03    2.7852e-01
    4972.000   2.01126    2.7248e-03    1.0000e+00    2.7248e-03    9.7884e-03    2.7837e-01
    4973.000   2.01086    2.7237e-03    9.9999e-01    2.7238e-03    9.7896e-03    2.7823e-01
    4974.000   2.01045    2.7235e-03    9.9999e-01    2.7235e-03    9.7934e-03    2.7809e-01
    4975.000   2.01005    2.7228e-03    9.9999e-01    2.7229e-03    9.7970e-03    2.7793e-01
    4976.000   2.00965    2.7222e-03    9.9999e-01    2.7223e-03    9.8018e-03    2.7773e-01
    4977.000   2.00924    2.7221e-03    9.9999e-01    2.7221e-03    9.8028e-03    2.7768e-01
    4978.000   2.00884    2.7231e-03    9.9999e-01    2.7231e-03    9.8047e-03    2.7773e-01
    4979.000   2.00844    2.7260e-03    9.9999e-01    2.7260e-03    9.8055e-03    2.7801e-01
    4980.000   2.00803    2.7277e-03    9.9999e-01    2.7277e-03    9.8105e-03    2.7804e-01
    4981.000   2.00763    2.7287e-03    9.9999e-01    2.7288e-03    9.8149e-03    2.7802e-01
    4982.000   2.00723    2.7287e-03    9.9999e-01    2.7287e-03    9.8202e-03    2.7787e-01
    4983.000   2.00682    2.7289e-03    9.9998e-01    2.7289e-03    9.8241e-03    2.7778e-01
    4984.000   2.00642    2.7290e-03    9.9998e-01    2.7290e-03    9.8271e-03    2.7771e-01
    4985.000   2.00602    2.7286e-03    9.9998e-01    2.7286e-03    9.8295e-03    2.7760e-01
    4986.000   2.00562    2.7287e-03    9.9998e-01    2.7287e-03    9.8312e-03    2.7756e-01
    4987.000   2.00521    2.7289e-03    9.9998e-01    2.7289e-03    9.8317e-03    2.7756e-01
    4988.000   2.00481    2.7283e-03    9.9998e-01    2.7283e-03    9.8334e-03    2.7745e-01
    4989.000   2.00441    2.7274e-03    9.9998e-01    2.7274e-03    9.8359e-03    2.7729e-01
    4990.000   2.00401    2.7249e-03    9.9998e-01    2.7250e-03    9.8396e-03    2.7694e-01
    4991.000   2.00361    2.7263e-03    9.9998e-01    2.7264e-03    9.8440e-03    2.7696e-01
    4992.000   2.00321    2.7279e-03    9.9998e-01    2.7280e-03    9.8476e-03    2.7702e-01
    4993.000   2.00280    2.7317e-03    9.9998e-01    2.7317e-03    9.8509e-03    2.7731e-01
    4994.000   2.00240    2.7321e-03    9.9998e-01    2.7321e-03    9.8533e-03    2.7728e-01
    4995.000   2.00200    2.7321e-03    9.9998e-01    2.7322e-03    9.8565e-03    2.7719e-01
    4996.000   2.00160    2.7303e-03    9.9998e-01    2.7304e-03    9.8609e-03    2.7689e-01
    4997.000   2.00120    2.7305e-03    9.9998e-01    2.7306e-03    9.8638e-03    2.7683e-01
    4998.000   2.00080    2.7316e-03    9.9998e-01    2.7316e-03    9.8664e-03    2.7686e-01
    4999.000   2.00040    2.7320e-03    9.9998e-01    2.7321e-03    9.8670e-03    2.7689e-01
    5000.000   2.00000    2.7308e-03    9.9998e-01    2.7309e-03    9.8685e-03    2.7673e-01
    5001.000   1.99960    2.7274e-03    9.9998e-01    2.7275e-03    9.8702e-03    2.7633e-01
    5002.000   1.99920    2.7280e-03    9.9998e-01    2.7280e-03    9.8727e-03    2.7632e-01
    5003.000   1.99880    2.7285e-03    9.9998e-01    2.7285e-03    9.8744e-03    2.7632e-01
    5004.000   1.99840    2.7310e-03    9.9998e-01    2.7310e-03    9.8759e-03    2.7654e-01
    5005.000   1.99800    2.7315e-03    9.9998e-01    2.7316e-03    9.8767e-03    2.7657e-01
    5006.000   1.99760    2.7313e-03    9.9998e-01    2.7314e-03    9.8774e-03    2.7653e-01
    5007.000   1.99720    2.7304e-03    9.9998e-01    2.7304e-03    9.8776e-03    2.7643e-01
    5008.000   1.99681    2.7294e-03    9.9998e-01    2.7294e-03    9.8785e-03    2.7630e-01
    5009.000   1.99641    2.7287e-03    9.9998e-01    2.7288e-03    9.8805e-03    2.7617e-01
    5010.000   1.99601    2.7286e-03    9.9998e-01    2.7287e-03    9.8845e-03    2.7606e-01
    5011.000   1.99561    2.7291e-03    9.9997e-01    2.7292e-03    9.8865e-03    2.7605e-01
    5012.000   1.99521    2.7299e-03    9.9998e-01    2.7300e-03    9.8883e-03    2.7608e-01
    5013.000   1.99481    2.7290e-03    9.9998e-01    2.7291e-03    9.8876e-03    2.7601e-01
    5014.000   1.99442    2.7291e-03    9.9998e-01    2.7292e-03    9.8877e-03    2.7602e-01
    5015.000   1.99402    2.7284e-03    9.9998e-01    2.7285e-03    9.8878e-03    2.7594e-01
    5016.000   1.99362    2.7297e-03    9.9998e-01    2.7297e-03    9.8896e-03    2.7602e-01
    5017.000   1.99322    2.7312e-03    9.9998e-01    2.7313e-03    9.8908e-03    2.7615e-01
    5018.000   1.99283    2.7330e-03    9.9998e-01    2.7330e-03    9.8925e-03    2.7627e-01
    5019.000   1.99243    2.7349e-03    9.9997e-01    2.7350e-03    9.8930e-03    2.7646e-01
    5020.000   1.99203    2.7346e-03    9.9997e-01    2.7347e-03    9.8930e-03    2.7643e-01
    5021.000   1.99164    2.7312e-03    9.9997e-01    2.7312e-03    9.8924e-03    2.7610e-01
    5022.000   1.99124    2.7302e-03    9.9997e-01    2.7303e-03    9.8925e-03    2.7600e-01
    5023.000   1.99084    2.7298e-03    9.9997e-01    2.7298e-03    9.8933e-03    2.7593e-01
    5024.000   1.99045    2.7320e-03    9.9996e-01    2.7321e-03    9.8955e-03    2.7610e-01
    5025.000   1.99005    2.7310e-03    9.9996e-01    2.7312e-03    9.8968e-03    2.7596e-01
    5026.000   1.98965    2.7283e-03    9.9996e-01    2.7285e-03    9.8978e-03    2.7566e-01
    5027.000   1.98926    2.7277e-03    9.9996e-01    2.7278e-03    9.8978e-03    2.7560e-01
    5028.000   1.98886    2.7281e-03    9.9996e-01    2.7282e-03    9.8983e-03    2.7563e-01
    5029.000   1.98847    2.7311e-03    9.9996e-01    2.7312e-03    9.8988e-03    2.7592e-01
    5030.000   1.98807    2.7311e-03    9.9996e-01    2.7313e-03    9.9007e-03    2.7586e-01
    5031.000   1.98768    2.7312e-03    9.9996e-01    2.7313e-03    9.9007e-03    2.7587e-01
    5032.000   1.98728    2.7308e-03    9.9996e-01    2.7309e-03    9.8999e-03    2.7586e-01
    5033.000   1.98689    2.7295e-03    9.9996e-01    2.7296e-03    9.8971e-03    2.7580e-01
    5034.000   1.98649    2.7295e-03    9.9996e-01    2.7296e-03    9.8949e-03    2.7586e-01
    5035.000   1.98610    2.7299e-03    9.9997e-01    2.7300e-03    9.8927e-03    2.7596e-01
    5036.000   1.98570    2.7326e-03    9.9997e-01    2.7327e-03    9.8917e-03    2.7627e-01
    5037.000   1.98531    2.7339e-03    9.9997e-01    2.7340e-03    9.8905e-03    2.7643e-01
    5038.000   1.98491    2.7346e-03    9.9997e-01    2.7347e-03    9.8896e-03    2.7653e-01
    5039.000   1.98452    2.7341e-03    9.9997e-01    2.7342e-03    9.8889e-03    2.7649e-01
    5040.000   1.98413    2.7322e-03    9.9997e-01    2.7323e-03    9.8881e-03    2.7632e-01
    5041.000   1.98373    2.7295e-03    9.9997e-01    2.7296e-03    9.8891e-03    2.7602e-01
    5042.000   1.98334    2.7277e-03    9.9997e-01    2.7277e-03    9.8890e-03    2.7584e-01
    5043.000   1.98295    2.7257e-03    9.9997e-01    2.7258e-03    9.8889e-03    2.7564e-01
    5044.000   1.98255    2.7254e-03    9.9996e-01    2.7255e-03    9.8877e-03    2.7565e-01
    5045.000   1.98216    2.7247e-03    9.9996e-01    2.7248e-03    9.8868e-03    2.7560e-01
    5046.000   1.98177    2.7238e-03    9.9995e-01    2.7240e-03    9.8863e-03    2.7553e-01
    5047.000   1.98138    2.7238e-03    9.9995e-01    2.7239e-03    9.8848e-03    2.7556e-01
    5048.000   1.98098    2.7236e-03    9.9994e-01    2.7237e-03    9.8830e-03    2.7560e-01
    5049.000   1.98059    2.7244e-03    9.9994e-01    2.7245e-03    9.8803e-03    2.7575e-01
    5050.000   1.98020    2.7230e-03    9.9994e-01    2.7232e-03    9.8780e-03    2.7568e-01
    5051.000   1.97981    2.7215e-03    9.9994e-01    2.7216e-03    9.8761e-03    2.7558e-01
    5052.000   1.97941    2.7188e-03    9.9994e-01    2.7190e-03    9.8746e-03    2.7535e-01
    5053.000   1.97902    2.7169e-03    9.9995e-01    2.7170e-03    9.8736e-03    2.7518e-01
    5054.000   1.97863    2.7152e-03    9.9995e-01    2.7153e-03    9.8733e-03    2.7502e-01
    5055.000   1.97824    2.7139e-03    9.9995e-01    2.7141e-03    9.8725e-03    2.7491e-01
    5056.000   1.97785    2.7140e-03    9.9996e-01    2.7141e-03    9.8708e-03    2.7497e-01
    5057.000   1.97746    2.7152e-03    9.9996e-01    2.7153e-03    9.8682e-03    2.7516e-01
    5058.000   1.97707    2.7174e-03    9.9996e-01    2.7175e-03    9.8658e-03    2.7545e-01
    5059.000   1.97668    2.7179e-03    9.9996e-01    2.7180e-03    9.8636e-03    2.7556e-01
    5060.000   1.97628    2.7176e-03    9.9997e-01    2.7177e-03    9.8616e-03    2.7558e-01
    5061.000   1.97589    2.7151e-03    9.9996e-01    2.7152e-03    9.8603e-03    2.7537e-01
    5062.000   1.97550    2.7131e-03    9.9996e-01    2.7132e-03    9.8583e-03    2.7522e-01
    5063.000   1.97511    2.7104e-03    9.9996e-01    2.7105e-03    9.8561e-03    2.7501e-01
    5064.000   1.97472    2.7097e-03    9.9995e-01    2.7099e-03    9.8532e-03    2.7502e-01
    5065.000   1.97433    2.7084e-03    9.9995e-01    2.7085e-03    9.8504e-03    2.7496e-01
    5066.000   1.97394    2.7064e-03    9.9994e-01    2.7065e-03    9.8478e-03    2.7484e-01
    5067.000   1.97355    2.7061e-03    9.9994e-01    2.7063e-03    9.8454e-03    2.7488e-01
    5068.000   1.97316    2.7061e-03    9.9993e-01    2.7063e-03    9.8432e-03    2.7494e-01
    5069.000   1.97278    2.7071e-03    9.9993e-01    2.7073e-03    9.8409e-03    2.7511e-01
    5070.000   1.97239    2.7068e-03    9.9993e-01    2.7070e-03    9.8376e-03    2.7517e-01
    5071.000   1.97200    2.7049e-03    9.9992e-01    2.7051e-03    9.8335e-03    2.7509e-01
    5072.000   1.97161    2.7037e-03    9.9992e-01    2.7039e-03    9.8285e-03    2.7511e-01
    5073.000   1.97122    2.7035e-03    9.9993e-01    2.7037e-03    9.8243e-03    2.7520e-01
    5074.000   1.97083    2.7042e-03    9.9993e-01    2.7044e-03    9.8205e-03    2.7539e-01
    5075.000   1.97044    2.7045e-03    9.9993e-01    2.7047e-03    9.8168e-03    2.7552e-01
    5076.000   1.97006    2.7038e-03    9.9993e-01    2.7040e-03    9.8138e-03    2.7553e-01
    5077.000   1.96967    2.7012e-03    9.9994e-01    2.7014e-03    9.8113e-03    2.7533e-01
    5078.000   1.96928    2.6994e-03    9.9994e-01    2.6996e-03    9.8103e-03    2.7518e-01
    5079.000   1.96889    2.6981e-03    9.9995e-01    2.6982e-03    9.8076e-03    2.7511e-01
    5080.000   1.96850    2.6976e-03    9.9995e-01    2.6977e-03    9.8034e-03    2.7518e-01
    5081.000   1.96812    2.6962e-03    9.9995e-01    2.6964e-03    9.7997e-03    2.7515e-01
    5082.000   1.96773    2.6946e-03    9.9995e-01    2.6947e-03    9.7954e-03    2.7510e-01
    5083.000   1.96734    2.6934e-03    9.9994e-01    2.6936e-03    9.7927e-03    2.7506e-01
    5084.000   1.96696    2.6934e-03    9.9994e-01    2.6936e-03    9.7900e-03    2.7514e-01
    5085.000   1.96657    2.6953e-03    9.9993e-01    2.6955e-03    9.7875e-03    2.7540e-01
    5086.000   1.96618    2.6932e-03    9.9992e-01    2.6934e-03    9.7838e-03    2.7529e-01
    5087.000   1.96580    2.6917e-03    9.9991e-01    2.6919e-03    9.7795e-03    2.7526e-01
    5088.000   1.96541    2.6885e-03    9.9990e-01    2.6888e-03    9.7735e-03    2.7511e-01
    5089.000   1.96502    2.6879e-03    9.9989e-01    2.6882e-03    9.7684e-03    2.7520e-01
    5090.000   1.96464    2.6878e-03    9.9987e-01    2.6882e-03    9.7646e-03    2.7530e-01
    5091.000   1.96425    2.6885e-03    9.9985e-01    2.6889e-03    9.7623e-03    2.7544e-01
    5092.000   1.96386    2.6887e-03    9.9984e-01    2.6891e-03    9.7597e-03    2.7553e-01
    5093.000   1.96348    2.6881e-03    9.9983e-01    2.6886e-03    9.7572e-03    2.7555e-01
    5094.000   1.96309    2.6864e-03    9.9982e-01    2.6869e-03    9.7543e-03    2.7546e-01
    5095.000   1.96271    2.6841e-03    9.9981e-01    2.6846e-03    9.7515e-03    2.7530e-01
    5096.000   1.96232    2.6812e-03    9.9980e-01    2.6817e-03    9.7492e-03    2.7507e-01
    5097.000   1.96194    2.6771e-03    9.9980e-01    2.6776e-03    9.7457e-03    2.7475e-01
    5098.000   1.96155    2.6748e-03    9.9980e-01    2.6753e-03    9.7425e-03    2.7460e-01
    5099.000   1.96117    2.6734e-03    9.9980e-01    2.6740e-03    9.7393e-03    2.7455e-01
    5100.000   1.96078    2.6726e-03    9.9980e-01    2.6731e-03    9.7360e-03    2.7456e-01
    5101.000   1.96040    2.6720e-03    9.9980e-01    2.6725e-03    9.7319e-03    2.7461e-01
    5102.000   1.96002    2.6716e-03    9.9980e-01    2.6721e-03    9.7271e-03    2.7471e-01
    5103.000   1.95963    2.6709e-03    9.9980e-01    2.6715e-03    9.7206e-03    2.7482e-01
    5104.000   1.95925    2.6698e-03    9.9980e-01    2.6703e-03    9.7156e-03    2.7485e-01
    5105.000   1.95886    2.6671e-03    9.9980e-01    2.6676e-03    9.7110e-03    2.7470e-01
    5106.000   1.95848    2.6681e-03    9.9979e-01    2.6687e-03    9.7076e-03    2.7491e-01
    5107.000   1.95810    2.6669e-03    9.9979e-01    2.6675e-03    9.7040e-03    2.7488e-01
    5108.000   1.95771    2.6646e-03    9.9978e-01    2.6652e-03    9.7001e-03    2.7476e-01
    5109.000   1.95733    2.6626e-03    9.9977e-01    2.6632e-03    9.6957e-03    2.7468e-01
    5110.000   1.95695    2.6585e-03    9.9976e-01    2.6591e-03    9.6912e-03    2.7439e-01
    5111.000   1.95656    2.6580e-03    9.9974e-01    2.6587e-03    9.6843e-03    2.7454e-01
    5112.000   1.95618    2.6572e-03    9.9973e-01    2.6580e-03    9.6789e-03    2.7461e-01
    5113.000   1.95580    2.6566e-03    9.9971e-01    2.6573e-03    9.6736e-03    2.7470e-01
    5114.000   1.95542    2.6551e-03    9.9970e-01    2.6559e-03    9.6702e-03    2.7465e-01
    5115.000   1.95503    2.6552e-03    9.9969e-01    2.6561e-03    9.6665e-03    2.7477e-01
    5116.000   1.95465    2.6561e-03    9.9968e-01    2.6570e-03    9.6631e-03    2.7496e-01
    5117.000   1.95427    2.6582e-03    9.9967e-01    2.6591e-03    9.6585e-03    2.7531e-01
    5118.000   1.95389    2.6577e-03    9.9967e-01    2.6586e-03    9.6536e-03    2.7540e-01
    5119.000   1.95351    2.6541e-03    9.9968e-01    2.6550e-03    9.6472e-03    2.7521e-01
    5120.000   1.95312    2.6521e-03    9.9968e-01    2.6529e-03    9.6424e-03    2.7513e-01
    5121.000   1.95274    2.6494e-03    9.9970e-01    2.6502e-03    9.6383e-03    2.7496e-01
    5122.000   1.95236    2.6497e-03    9.9971e-01    2.6504e-03    9.6339e-03    2.7511e-01
    5123.000   1.95198    2.6485e-03    9.9972e-01    2.6493e-03    9.6286e-03    2.7515e-01
    5124.000   1.95160    2.6472e-03    9.9974e-01    2.6478e-03    9.6223e-03    2.7518e-01
    5125.000   1.95122    2.6445e-03    9.9975e-01    2.6452e-03    9.6163e-03    2.7508e-01
    5126.000   1.95084    2.6416e-03    9.9975e-01    2.6423e-03    9.6108e-03    2.7493e-01
    5127.000   1.95046    2.6379e-03    9.9974e-01    2.6386e-03    9.6057e-03    2.7469e-01
    5128.000   1.95008    2.6349e-03    9.9973e-01    2.6356e-03    9.6008e-03    2.7452e-01
    5129.000   1.94970    2.6328e-03    9.9971e-01    2.6335e-03    9.5957e-03    2.7445e-01
    5130.000   1.94932    2.6319e-03    9.9969e-01    2.6327e-03    9.5901e-03    2.7452e-01
    5131.000   1.94894    2.6308e-03    9.9967e-01    2.6316e-03    9.5856e-03    2.7454e-01
    5132.000   1.94856    2.6296e-03    9.9964e-01    2.6305e-03    9.5808e-03    2.7456e-01
    5133.000   1.94818    2.6280e-03    9.9961e-01    2.6291e-03    9.5765e-03    2.7453e-01
    5134.000   1.94780    2.6273e-03    9.9958e-01    2.6284e-03    9.5713e-03    2.7461e-01
    5135.000   1.94742    2.6269e-03    9.9955e-01    2.6281e-03    9.5654e-03    2.7475e-01
    5136.000   1.94704    2.6272e-03    9.9952e-01    2.6285e-03    9.5589e-03    2.7498e-01
    5137.000   1.94666    2.6264e-03    9.9949e-01    2.6278e-03    9.5527e-03    2.7508e-01
    5138.000   1.94628    2.6252e-03    9.9946e-01    2.6266e-03    9.5463e-03    2.7514e-01
    5139.000   1.94590    2.6217e-03    9.9943e-01    2.6232e-03    9.5411e-03    2.7494e-01
